def_count,id,l_pit,moments_x,moments_y,ratio,s_pit,wxh
5,123.jpg,4,416,363,0.7674113009,0,444424
23,1213.jpg,0,145,182,1.2016806723,2,68068
12,967.jpg,7,528,449,0.8059701493,3,814050
69,217.jpg,0,338,215,0.5270655271,1,259740
34,1057.jpg,0,276,232,0.7067137809,2,226400
24,576.jpg,4,314,309,0.8573643411,3,356685
34,1087.jpg,0,477,232,0.4829612221,11,349761
31,119.jpg,0,442,147,0.3021582734,1,210168
48,2.jpg,0,341,119,0.3042763158,0,112480
33,104.jpg,1,299,213,0.7816513761,2,232170
11,779.jpg,5,483,391,0.7297581493,2,659994
29,1105.jpg,0,682,280,0.396389325,10,643370
45,221.jpg,0,459,417,0.7752475248,6,790830
61,453.jpg,0,130,235,2.2686567164,0,91656
34,883.jpg,0,211,332,1.5407608696,4,208656
59,1535.jpg,0,502,230,0.3816717019,0,376347
22,408.jpg,3,371,349,0.7647887324,2,385530
21,511.jpg,4,503,421,0.6981132075,5,635364
56,1326.jpg,0,112,254,2.6206896552,0,79344
35,280.jpg,0,412,179,0.4591549296,5,231460
31,275.jpg,0,394,223,0.5796178344,4,228592
15,1008.jpg,2,333,286,0.8421052632,4,372400
44,1222.jpg,0,236,295,1.2553763441,0,173724
39,822.jpg,0,126,214,2.041025641,1,77610
41,544.jpg,2,261,236,0.7453416149,2,173880
38,1270.jpg,1,254,296,1.0352422907,3,213380
52,412.jpg,0,752,103,0.1164021164,0,203742
65,939.jpg,0,369,223,0.5275908479,3,291256
49,1458.jpg,0,328,148,0.4022257552,1,159137
22,292.jpg,0,127,164,1.3402061856,1,50440
48,483.jpg,0,275,117,0.3626834382,0,82521
35,951.jpg,0,233,282,1.2117346939,4,186200
30,1319.jpg,0,321,195,0.6799307958,4,227154
36,70.jpg,1,649,223,0.3438566553,3,472316
31,1361.jpg,0,417,248,0.5089179548,4,359948
48,898.jpg,0,198,315,1.8055555556,2,189540
30,323.jpg,5,300,260,0.7009063444,5,307168
27,108.jpg,0,235,303,1.3804347826,1,186944
31,448.jpg,0,243,224,0.8162839248,4,187289
7,476.jpg,4,361,381,0.8314447592,1,414422
21,621.jpg,0,145,210,1.4672489083,2,76944
30,801.jpg,0,366,202,0.6048387097,6,232500
28,1507.jpg,27,344,176,0.435971223,0,210585
50,215.jpg,0,182,339,2.1883561644,1,186588
47,1553.jpg,0,269,433,1.5,2,351384
39,871.jpg,0,170,329,2.1853146853,1,178750
76,811.jpg,0,461,212,0.4172494172,0,307164
25,759.jpg,0,322,219,0.6418685121,7,214438
52,1091.jpg,0,141,213,1.8333333333,0,80850
57,283.jpg,0,385,183,0.3698630137,0,197100
11,438.jpg,4,522,327,0.6683366733,4,665666
41,431.jpg,0,379,115,0.2521489971,0,122848
20,218.jpg,3,246,329,1.4420289855,6,247158
10,160.jpg,3,296,272,0.8587570621,5,242136
49,74.jpg,0,384,125,0.2477183833,1,145730
52,1307.jpg,0,507,203,0.3732317737,0,315217
23,1548.jpg,0,330,129,0.356302521,3,126140
54,1280.jpg,0,759,99,0.1075667656,0,195460
33,646.jpg,0,175,208,1.2093023256,0,109564
59,1194.jpg,0,560,211,0.3635458167,0,366460
20,204.jpg,0,189,282,1.50625,3,154240
43,35.jpg,0,131,252,2.2315270936,0,91959
26,1083.jpg,0,106,160,1.7583892617,0,39038
27,1149.jpg,0,468,181,0.3511543135,6,237847
23,36.jpg,0,354,182,0.4878419453,0,211218
23,1003.jpg,4,298,364,1.0295748614,3,301337
54,1561.jpg,0,430,157,0.3168316832,0,206848
34,607.jpg,0,280,204,0.5640625,3,231040
25,223.jpg,2,277,345,1.173553719,4,274912
32,704.jpg,0,505,149,0.25250501,0,251496
38,1289.jpg,0,331,196,0.5660377358,0,192390
24,846.jpg,0,359,187,0.4938271605,4,207360
78,744.jpg,0,227,228,0.96882494,1,168468
51,291.jpg,0,202,412,2.2,0,246895
17,615.jpg,0,137,175,1.3594470046,2,64015
58,792.jpg,0,132,232,2.1237623762,0,86658
27,808.jpg,0,169,226,1.6029962547,7,114276
34,207.jpg,0,290,178,0.5378927911,0,157431
36,970.jpg,0,287,235,0.6493506494,3,246400
55,979.jpg,0,557,201,0.3343023256,0,356040
49,196.jpg,0,886,95,0.0781448539,0,193602
28,701.jpg,0,417,343,0.8600508906,5,531336
57,688.jpg,0,507,269,0.4668705403,1,449298
31,1359.jpg,0,231,288,1.2333333333,2,187590
26,1533.jpg,0,362,183,0.4805598756,3,198687
76,348.jpg,0,529,220,0.3746253746,0,375375
10,946.jpg,4,359,331,0.7769347496,3,337408
37,1569.jpg,0,115,188,1.9226190476,0,54264
45,941.jpg,0,294,442,1.4676524954,1,429554
60,697.jpg,0,134,211,1.7162790698,0,79335
42,443.jpg,0,555,276,0.5339912281,1,444144
45,803.jpg,0,113,276,2.8539325843,0,90424
40,618.jpg,0,122,290,2.6321243523,0,98044
12,1281.jpg,5,462,442,0.8610240334,4,788568
24,97.jpg,0,565,213,0.3327239488,7,398216
10,957.jpg,5,609,648,0.8324958124,0,1186836
10,1341.jpg,4,513,325,0.6419889503,5,525805
22,1203.jpg,0,458,189,0.3517915309,1,298404
29,1410.jpg,0,257,145,0.4114490161,1,128570
25,976.jpg,0,525,143,0.2242990654,1,256800
49,342.jpg,0,78,217,3.7,0,44770
60,170.jpg,0,411,132,0.3026819923,0,185571
31,503.jpg,0,98,174,2.0277777778,0,42048
22,651.jpg,0,340,437,1.1215559157,4,426964
30,89.jpg,0,364,198,0.4668587896,6,224856
34,81.jpg,0,468,208,0.3710691824,3,337716
33,1048.jpg,0,461,192,0.3978494624,1,278721
48,1218.jpg,0,146,266,2.2453703704,0,104760
42,1264.jpg,0,358,112,0.2697160883,0,108414
29,713.jpg,0,384,509,1.1095890411,6,591300
38,557.jpg,1,297,200,0.7001828154,2,209501
48,1509.jpg,0,319,117,0.3280141844,0,104340
29,1205.jpg,0,352,194,0.4658119658,8,229554
29,334.jpg,0,199,240,1.2790697674,2,151360
46,1412.jpg,0,398,173,0.4126074499,3,201024
35,1443.jpg,0,275,158,0.4273504274,0,146250
69,831.jpg,0,314,206,0.6629834254,1,195480
5,157.jpg,4,375,370,0.7496542185,0,391866
6,1417.jpg,5,391,380,0.7686062246,0,419752
39,1279.jpg,0,307,186,0.5500848896,0,190836
28,1356.jpg,0,423,170,0.3857526882,4,213528
64,829.jpg,0,314,187,0.4861538462,0,205400
22,527.jpg,0,248,275,1.1474654378,2,216132
23,384.jpg,0,299,135,0.3837638376,0,112736
57,23.jpg,1,363,217,0.4,0,213160
37,249.jpg,0,302,193,0.6171735242,2,192855
8,506.jpg,2,284,327,1.013618677,5,267794
42,55.jpg,0,261,377,1.4557235421,2,312062
43,882.jpg,0,391,122,0.2393483709,2,152418
40,174.jpg,0,334,201,0.6449275362,1,196512
37,1030.jpg,0,298,276,0.8352365416,3,313856
38,1009.jpg,0,94,241,3.3695652174,0,64170
8,978.jpg,5,488,349,0.7276785714,2,584192
14,1182.jpg,3,288,324,1.0646551724,5,229216
23,158.jpg,0,421,255,0.5161662818,6,387102
30,1584.jpg,0,357,193,0.4984567901,3,209304
25,945.jpg,0,393,175,0.3933518006,2,205048
25,1055.jpg,0,520,138,0.2009302326,0,232200
56,338.jpg,0,447,217,0.4564417178,0,303180
38,650.jpg,0,368,178,0.5174050633,1,206664
36,1255.jpg,0,166,205,1.3202846975,2,104251
12,189.jpg,3,342,322,0.8591117917,3,366333
26,608.jpg,5,508,295,0.6558659218,4,525365
60,874.jpg,0,433,229,0.4809069212,1,337714
35,1122.jpg,2,400,364,0.847826087,3,459264
48,677.jpg,0,407,182,0.4093333333,1,230250
41,368.jpg,0,92,221,3.4146341463,0,51660
36,1119.jpg,0,419,173,0.3712021136,0,212717
39,1358.jpg,0,378,152,0.3579881657,1,163592
60,743.jpg,0,269,214,0.746031746,0,189504
66,480.jpg,0,429,225,0.4834761322,1,322715
30,788.jpg,0,428,266,0.5125,2,396880
31,1010.jpg,0,234,303,1.291005291,1,184464
44,493.jpg,0,281,399,1.4589178357,4,363272
36,1072.jpg,0,344,173,0.4742589704,0,194864
32,1511.jpg,0,617,264,0.436997319,13,547191
37,1193.jpg,0,224,283,1.4644808743,2,196176
39,592.jpg,0,568,271,0.4493731919,8,483242
65,299.jpg,0,567,320,0.568627451,2,591600
23,1066.jpg,3,260,293,1.0817610063,6,246132
29,628.jpg,0,358,188,0.5411954766,3,207365
70,1250.jpg,0,153,238,1.7058823529,0,96628
52,184.jpg,0,102,290,3.6503496503,0,74646
21,248.jpg,0,324,181,0.5334538879,1,163135
28,868.jpg,0,251,392,1.4902386117,6,316707
55,162.jpg,0,422,172,0.3377483444,0,192525
90,982.jpg,0,547,240,0.4007490637,0,457104
10,344.jpg,5,417,476,0.9651685393,3,764510
63,653.jpg,0,369,172,0.4294385432,0,186497
12,518.jpg,6,547,427,0.7597765363,3,876384
10,824.jpg,5,400,507,1.1480484522,2,633779
38,183.jpg,0,311,263,0.7698412698,4,305550
28,376.jpg,0,447,236,0.4567627494,2,371624
51,1347.jpg,0,136,208,1.6525821596,0,74976
22,80.jpg,0,477,289,0.564893617,13,499140
38,558.jpg,0,402,169,0.4072022161,0,212268
31,1127.jpg,0,348,209,0.6,1,223260
32,1422.jpg,4,480,260,0.5328638498,5,386808
52,953.jpg,0,489,251,0.4393179539,3,436686
50,509.jpg,0,219,283,1.3107049608,0,192266
39,1487.jpg,0,495,210,0.3762886598,1,354050
18,137.jpg,0,220,316,1.5358974359,4,233610
27,1232.jpg,0,339,205,0.6566901408,1,211864
27,1464.jpg,0,99,143,1.8671875,0,30592
68,781.jpg,0,480,266,0.5270718232,1,431685
25,433.jpg,0,338,202,0.5721311475,0,212890
53,1314.jpg,0,443,161,0.3197969543,0,198576
10,925.jpg,4,478,453,0.7783842795,3,653108
33,1200.jpg,0,203,301,1.7673716012,1,193635
68,1406.jpg,0,321,196,0.6365280289,2,194656
38,1537.jpg,0,306,275,0.8067092652,4,316130
27,1357.jpg,0,402,198,0.4126344086,6,228408
22,751.jpg,0,408,241,0.5357624831,0,294177
30,712.jpg,0,245,310,1.2204176334,6,226706
60,909.jpg,0,392,220,0.5,0,282752
24,998.jpg,0,248,265,1.0835214447,2,212640
37,733.jpg,0,121,256,2.5505617978,0,80812
13,118.jpg,3,232,275,0.9639423077,3,166816
27,1288.jpg,0,343,448,1.1964573269,4,461403
80,210.jpg,0,232,218,0.8917050691,1,167958
23,387.jpg,0,197,313,1.6005830904,1,188307
38,336.jpg,0,359,209,0.4494818653,2,267884
20,391.jpg,3,287,316,1.1232604374,7,284195
40,1440.jpg,0,409,367,0.7830188679,3,563072
23,4.jpg,0,186,313,1.6635802469,0,174636
43,76.jpg,0,441,160,0.2990543735,1,214038
36,335.jpg,0,353,228,0.632,0,246875
38,1559.jpg,1,620,211,0.3352090032,2,518748
22,1137.jpg,2,250,294,1.1168539326,9,221165
32,314.jpg,0,248,421,1.6923076923,2,330616
29,836.jpg,0,358,180,0.5061538462,1,213850
29,766.jpg,0,567,215,0.3712047013,4,386959
24,21.jpg,0,348,210,0.5089552239,10,228470
45,1532.jpg,0,322,123,0.3513986014,0,114972
18,447.jpg,0,98,152,1.9208633094,0,37113
45,1163.jpg,0,450,163,0.3447015834,0,232343
39,1018.jpg,0,298,159,0.4045801527,2,173575
25,105.jpg,0,344,457,1.1877022654,4,453612
24,692.jpg,0,386,164,0.3947368421,0,205770
37,92.jpg,0,110,184,2.1666666667,0,52728
51,980.jpg,0,93,273,3.837398374,0,58056
27,244.jpg,0,375,153,0.3695652174,0,200192
40,95.jpg,0,403,373,0.922147651,5,511815
82,1471.jpg,0,241,220,0.8906605923,1,171649
56,1400.jpg,1,435,169,0.319760479,0,222945
45,122.jpg,2,486,486,0.9740540541,3,833425
36,1367.jpg,0,479,158,0.3112426036,0,222235
35,201.jpg,0,259,201,0.5872756933,1,220680
50,467.jpg,0,349,187,0.4626865672,0,207700
38,1315.jpg,0,98,266,3.3928571429,0,66500
44,598.jpg,0,394,389,0.8681710214,4,615502
9,1350.jpg,5,599,612,0.8663716814,0,1106270
34,736.jpg,0,310,362,1.0761245675,3,359516
50,1261.jpg,0,90,275,3.7857142857,0,60102
56,675.jpg,0,402,168,0.3687845304,0,193308
43,48.jpg,2,494,471,0.9485530547,3,825705
39,624.jpg,1,695,247,0.3517786561,3,562925
55,1181.jpg,0,202,339,2.1295681063,1,192941
12,699.jpg,6,495,390,0.6948176583,3,754408
37,1192.jpg,0,315,311,0.8381240545,2,366194
41,222.jpg,0,427,243,0.4949267193,3,389393
49,832.jpg,0,483,262,0.4870517928,2,490956
29,1366.jpg,0,372,180,0.5110759494,1,204136
24,1090.jpg,0,358,197,0.4941348974,0,229834
31,1187.jpg,3,320,208,0.5621212121,7,244860
43,405.jpg,0,225,302,1.350140056,0,172074
39,30.jpg,0,305,226,0.6231155779,2,222084
47,1116.jpg,0,113,284,2.9467455621,0,84162
26,345.jpg,0,314,135,0.3907407407,0,113940
12,1418.jpg,5,438,571,1.1338862559,3,807708
32,1154.jpg,2,392,458,1.0846715328,4,508955
51,799.jpg,0,195,418,2.2212121212,0,241890
47,286.jpg,0,401,272,0.533632287,1,424592
56,328.jpg,0,571,313,0.5843621399,3,552096
39,1353.jpg,0,284,136,0.418556701,0,98455
38,502.jpg,0,110,269,3.2857142857,0,77924
39,717.jpg,0,216,239,1.1042780749,2,154462
52,913.jpg,0,205,314,1.7313432836,2,194300
29,719.jpg,0,406,172,0.4213406293,4,225148
10,564.jpg,4,443,456,0.9141361257,2,833715
46,523.jpg,0,336,185,0.4911147011,0,188176
32,1317.jpg,0,450,169,0.3831168831,2,227150
32,1228.jpg,0,288,283,0.8272,2,323125
40,239.jpg,0,323,308,0.8086956522,4,385020
14,490.jpg,6,439,394,0.772082879,2,649236
15,1011.jpg,3,384,376,0.8324396783,6,463266
31,1550.jpg,0,201,257,1.3133903134,1,161811
39,1209.jpg,0,408,269,0.573286052,3,410310
33,1547.jpg,0,325,197,0.512539185,1,208626
14,150.jpg,3,335,285,0.8210059172,3,375180
23,327.jpg,0,356,165,0.4232954545,0,209792
33,905.jpg,0,495,149,0.2228855721,1,225120
55,794.jpg,0,445,426,0.8802325581,5,651020
23,579.jpg,0,342,185,0.528363047,0,201142
11,192.jpg,3,246,235,0.8845265589,4,165839
24,583.jpg,1,110,157,1.6818181818,0,39886
40,649.jpg,0,222,229,0.9157427938,3,186263
32,784.jpg,0,204,351,1.9242424242,0,209550
29,921.jpg,0,416,254,0.5540704739,3,375288
25,888.jpg,0,233,307,1.2725060827,5,214953
25,955.jpg,0,329,199,0.5502392344,9,216315
9,1354.jpg,3,409,416,0.8723684211,3,503880
35,225.jpg,0,419,161,0.3588456713,6,227942
41,1327.jpg,0,169,291,2.0507246377,0,156216
36,559.jpg,0,294,230,0.6587436333,3,228532
35,1062.jpg,0,306,347,1.0139130435,4,335225
33,1571.jpg,1,443,196,0.3806380638,2,314514
36,969.jpg,0,472,162,0.3300492611,1,217616
11,1517.jpg,7,582,389,0.7529069767,2,801864
57,1442.jpg,0,291,110,0.3254901961,0,84660
28,1526.jpg,0,262,346,1.298013245,6,266364
47,41.jpg,0,232,362,1.5407407407,2,252720
67,1300.jpg,0,334,168,0.4867109635,1,176386
22,1165.jpg,2,315,353,0.9493243243,4,332704
34,990.jpg,0,244,204,0.6222222222,2,212940
21,1457.jpg,0,198,298,1.603030303,1,174570
58,307.jpg,0,492,190,0.3511111111,0,284400
31,460.jpg,6,525,294,0.5844017094,2,511992
52,966.jpg,0,362,122,0.2874251497,0,128256
74,398.jpg,0,232,212,0.8896551724,1,168345
11,166.jpg,4,288,277,0.8975903614,5,222606
44,435.jpg,0,469,176,0.3288740245,0,264615
51,762.jpg,0,322,107,0.2906574394,0,97104
47,515.jpg,0,170,292,1.9261744966,2,171052
73,1575.jpg,0,375,226,0.5266030014,0,282938
44,1481.jpg,0,289,122,0.3411552347,0,104706
56,434.jpg,0,408,136,0.3041237113,0,183136
50,512.jpg,0,381,148,0.3289299868,0,188493
40,549.jpg,0,244,207,0.6638078902,1,225621
37,625.jpg,1,312,219,0.8378870674,2,252540
51,907.jpg,0,389,121,0.2746781116,0,134208
28,1508.jpg,0,565,226,0.3898467433,10,424908
37,777.jpg,0,105,268,3.2905405405,0,72076
36,227.jpg,0,252,201,0.6344827586,1,213440
46,928.jpg,0,177,337,2.0677966102,2,179950
25,1346.jpg,0,377,218,0.5523952096,0,246492
80,242.jpg,0,230,230,0.9460093897,1,171678
15,1088.jpg,4,258,274,0.8083333333,3,186240
27,371.jpg,0,434,242,0.4777415852,3,405240
31,14.jpg,0,337,160,0.383808096,0,170752
16,960.jpg,4,219,255,0.9301745636,4,149573
6,949.jpg,5,387,354,0.7783933518,0,405764
25,1522.jpg,0,382,200,0.4861111111,7,252000
27,830.jpg,0,510,166,0.3329326923,0,230464
8,1297.jpg,4,516,411,0.7525676937,2,863226
29,228.jpg,0,511,208,0.3599574015,0,317382
43,1486.jpg,1,283,205,0.677238806,2,194568
40,539.jpg,0,108,236,2.5304878049,0,68060
54,370.jpg,0,142,240,2.0462962963,0,95472
46,454.jpg,0,779,100,0.1075110457,0,198268
43,1039.jpg,0,887,91,0.0816195373,0,197612
64,1416.jpg,0,347,180,0.4846526656,0,185700
23,349.jpg,0,494,207,0.3790012804,5,231176
36,645.jpg,0,301,209,0.7120418848,3,233784
22,1390.jpg,0,103,192,2.0182926829,0,54284
55,457.jpg,0,528,255,0.420411985,3,479532
26,1424.jpg,0,331,170,0.445482866,4,183612
55,186.jpg,0,269,397,1.4163179916,2,323606
9,1506.jpg,3,283,261,0.8548707753,5,216290
27,1303.jpg,0,103,158,1.7517241379,0,36830
25,1037.jpg,0,379,165,0.405775076,0,175686
29,532.jpg,0,312,213,0.7238421955,4,246026
30,190.jpg,0,394,168,0.3654618474,0,203931
17,530.jpg,0,267,282,1.1044444444,3,223650
56,182.jpg,0,278,403,1.3800813008,2,334068
12,253.jpg,4,304,320,0.9625468165,4,274476
33,151.jpg,0,370,214,0.634840871,4,226263
23,120.jpg,0,365,171,0.4347202296,0,211191
49,1239.jpg,0,434,161,0.3060747664,1,224272
22,679.jpg,1,255,283,1.0128205128,8,221832
41,50.jpg,0,226,219,0.8722943723,4,186186
30,850.jpg,2,290,219,0.6148648649,8,215488
23,1191.jpg,0,326,143,0.3724489796,3,128772
32,373.jpg,0,354,190,0.5681063123,2,205884
38,1470.jpg,0,346,196,0.4561403509,1,250458
45,1265.jpg,0,345,188,0.4057591623,2,236840
24,1404.jpg,0,429,190,0.3667820069,2,275706
50,758.jpg,0,606,281,0.5139318885,2,482562
46,1135.jpg,0,500,275,0.482552343,3,485452
69,1206.jpg,0,491,264,0.5456621005,1,418728
18,347.jpg,0,387,131,0.3338301043,5,150304
38,994.jpg,0,288,247,0.7172774869,2,235503
37,706.jpg,0,96,253,3.401459854,0,63842
29,631.jpg,0,337,143,0.3886986301,1,132568
30,484.jpg,0,530,158,0.227443609,0,257488
44,1198.jpg,0,295,173,0.4518167457,1,181038
31,441.jpg,0,260,188,0.6206293706,1,203060
72,1384.jpg,0,445,261,0.5560859189,2,390508
35,570.jpg,1,406,468,0.9854497354,4,563220
61,629.jpg,0,243,343,1.3106575964,1,254898
31,1124.jpg,0,197,210,1.1920731707,2,128248
47,1514.jpg,0,287,160,0.4871794872,2,145236
33,851.jpg,0,349,178,0.488410596,4,178180
26,136.jpg,0,418,225,0.5397260274,2,287620
14,1419.jpg,5,388,513,1.3362068966,3,647280
16,1108.jpg,0,214,288,1.4222222222,1,184320
11,565.jpg,6,510,337,0.6702241195,3,588436
41,178.jpg,0,303,206,0.6724436742,3,223876
42,891.jpg,0,227,236,1.0237529691,2,181451
30,246.jpg,0,104,175,2.0709219858,1,41172
55,1560.jpg,0,390,218,0.495923913,1,268640
48,114.jpg,0,295,194,0.6122807018,0,198930
43,771.jpg,0,432,116,0.2464622642,1,177232
73,147.jpg,0,236,213,0.8671171171,1,170940
39,1136.jpg,0,274,144,0.3869346734,1,137907
29,340.jpg,0,217,243,1.227027027,0,167980
28,1077.jpg,0,538,118,0.1755319149,1,223344
46,436.jpg,0,427,250,0.519058296,3,412996
28,893.jpg,0,338,198,0.6145833333,0,203904
55,1049.jpg,0,401,215,0.4855643045,0,281940
58,606.jpg,0,359,160,0.3885714286,0,190400
11,1252.jpg,5,409,421,0.8073993471,2,681898
15,220.jpg,0,467,185,0.3857142857,6,272160
14,973.jpg,5,516,407,0.7236467236,4,802386
24,144.jpg,0,397,186,0.5014409222,8,241512
67,1311.jpg,0,333,173,0.516722408,2,184782
49,191.jpg,0,361,163,0.3896103896,0,187110
36,175.jpg,0,407,282,0.5704622322,3,448822
33,536.jpg,0,314,228,0.6132511556,4,258302
60,8.jpg,0,403,228,0.5091863517,0,295656
12,331.jpg,4,483,448,0.8278867102,6,697680
48,1439.jpg,0,253,352,1.4053452116,0,283319
27,306.jpg,0,442,160,0.3590733591,0,216783
24,1554.jpg,0,424,186,0.3886010363,10,231600
22,260.jpg,0,355,197,0.5296875,6,216960
20,1521.jpg,0,255,272,1.0513392857,2,211008
29,321.jpg,0,102,179,2.1944444444,0,45504
49,1403.jpg,0,599,184,0.2854545455,1,345400
40,426.jpg,0,277,175,0.5763016158,0,178797
43,623.jpg,0,382,217,0.5856269113,1,250482
39,1161.jpg,0,436,168,0.3443877551,0,211680
12,268.jpg,3,269,262,0.8760162602,6,212052
24,1451.jpg,0,217,280,1.2782152231,4,185547
42,1171.jpg,0,332,193,0.6311188811,4,206492
56,975.jpg,0,132,267,2.4068627451,0,100164
12,38.jpg,3,360,301,0.7205882353,7,333200
25,873.jpg,2,343,384,0.9668246445,3,387396
8,111.jpg,5,447,514,0.9893111639,2,701386
54,935.jpg,0,122,264,2.7005347594,0,94435
73,88.jpg,0,236,223,0.8917050691,1,167958
39,718.jpg,0,245,151,0.4510166359,1,132004
29,1449.jpg,0,226,272,1.2724935733,2,192555
24,188.jpg,0,227,262,1.1173469388,3,171696
27,709.jpg,1,245,299,1.276849642,7,224165
49,748.jpg,0,489,219,0.427922815,1,332137
67,1431.jpg,0,338,189,0.5958188153,2,196308
54,295.jpg,0,147,266,2.2194092827,0,124662
13,1539.jpg,5,338,325,0.8695652174,2,414000
9,420.jpg,5,431,327,0.6920289855,2,474444
13,377.jpg,7,389,483,1.135989011,2,602056
47,797.jpg,0,471,149,0.2593431484,1,202207
56,1183.jpg,0,272,377,1.3361169102,3,306560
61,1420.jpg,0,334,175,0.5124792013,1,185108
46,1022.jpg,0,288,105,0.302970297,0,77265
43,1278.jpg,0,103,170,2.0131578947,0,46512
52,1112.jpg,0,332,201,0.5993091537,2,200913
41,580.jpg,0,341,128,0.2859375,0,117120
21,1325.jpg,0,368,245,0.6315789474,1,279300
10,763.jpg,4,331,400,1.0858143608,2,354020
45,185.jpg,0,331,200,0.562601626,1,212790
40,1148.jpg,0,403,177,0.4411347518,2,219255
49,800.jpg,0,500,236,0.4346473029,2,403916
44,330.jpg,0,93,239,3.2196969697,0,56100
22,620.jpg,0,524,149,0.1959890611,2,235855
29,1374.jpg,0,235,277,1.2901554404,1,192228
78,1131.jpg,0,487,225,0.4293598234,0,352434
37,567.jpg,0,210,287,1.4472222222,0,187560
12,109.jpg,5,502,345,0.6984924623,3,691525
66,1146.jpg,0,554,300,0.5644820296,2,505164
44,844.jpg,0,381,143,0.2847593583,1,159324
76,1260.jpg,0,235,228,0.9404761905,1,165900
70,1292.jpg,0,202,326,1.8785046729,2,193563
45,1489.jpg,0,384,177,0.4383358098,0,198535
46,1518.jpg,0,346,123,0.2958397535,0,124608
32,386.jpg,0,334,378,1.0462519936,4,411312
32,1447.jpg,0,392,148,0.326585695,0,179322
45,270.jpg,0,102,302,3.8732394366,0,78100
59,554.jpg,0,189,365,2.0876132931,0,228721
33,769.jpg,0,713,235,0.3438767234,11,522792
25,1189.jpg,0,226,201,0.8708860759,4,135880
50,616.jpg,0,354,180,0.4030683403,0,207213
39,1426.jpg,0,105,185,2.1933333333,1,49350
28,1231.jpg,0,326,178,0.5102362205,1,205740
29,319.jpg,0,214,354,1.7608069164,0,212017
31,1025.jpg,0,520,131,0.1996215705,1,223027
56,1477.jpg,0,277,397,1.3643724696,2,332956
31,13.jpg,0,173,209,1.2344827586,0,103820
51,647.jpg,0,252,367,1.4234234234,2,280608
60,881.jpg,0,287,192,0.6258865248,1,199092
46,724.jpg,0,646,286,0.3978930308,3,605894
16,531.jpg,2,241,344,1.1449579832,5,259420
15,605.jpg,4,389,283,0.7286501377,3,384054
41,522.jpg,0,318,110,0.3383742911,0,94691
19,1013.jpg,0,151,189,1.309623431,0,74807
39,1277.jpg,0,333,196,0.5555555556,3,202005
67,661.jpg,0,334,173,0.5066889632,1,181194
28,1371.jpg,0,314,179,0.5023474178,0,205119
56,265.jpg,0,353,196,0.4612005857,2,215145
30,39.jpg,0,183,244,1.5096153846,8,146952
13,510.jpg,4,311,294,0.8538461538,4,360750
16,817.jpg,4,296,354,0.9982046679,6,309692
56,789.jpg,0,146,225,1.7446808511,0,96350
39,367.jpg,0,270,225,0.6655462185,3,235620
31,641.jpg,0,360,461,1.084947839,5,488488
37,1450.jpg,0,253,264,0.9382978723,5,207270
21,1310.jpg,0,389,188,0.4458689459,4,219726
29,603.jpg,0,242,300,1.2519893899,0,177944
60,678.jpg,1,452,225,0.3473570658,0,298494
26,1557.jpg,0,336,208,0.6261510129,10,184620
42,86.jpg,2,683,288,0.4438063987,0,659479
13,279.jpg,3,475,415,0.7453754081,6,629515
10,643.jpg,3,481,264,0.6039360394,4,399183
65,1528.jpg,0,311,201,0.6308243728,1,196416
16,658.jpg,4,324,321,0.9895470383,5,326032
21,790.jpg,0,138,183,1.3661971831,2,61983
36,128.jpg,0,215,262,1.2251308901,2,178776
31,877.jpg,0,328,203,0.6804308797,2,211103
36,981.jpg,0,264,271,0.8822463768,1,268824
50,241.jpg,0,360,181,0.404137931,0,212425
32,861.jpg,0,221,263,1.3706666667,2,192750
32,131.jpg,0,305,133,0.3797468354,0,116130
36,421.jpg,0,396,168,0.3661202186,3,196176
36,176.jpg,0,362,188,0.4168831169,3,247170
35,958.jpg,0,241,259,1.174563591,2,188871
12,870.jpg,4,525,342,0.6306760848,3,619375
35,569.jpg,0,265,202,0.6083333333,3,219000
45,393.jpg,0,320,159,0.4378109453,1,159192
30,1074.jpg,2,375,380,0.9928469242,3,485106
62,98.jpg,0,425,458,1.0348258706,5,668928
12,526.jpg,6,465,415,0.778238342,3,724715
6,311.jpg,5,400,383,0.8268156425,0,423872
31,1287.jpg,0,325,196,0.6476868327,2,204568
10,1582.jpg,6,584,453,0.6973684211,3,906300
49,43.jpg,0,133,284,2.5333333333,0,111720
12,496.jpg,4,283,272,0.9404761905,5,238896
58,395.jpg,0,337,171,0.4025069638,0,207502
31,566.jpg,0,326,201,0.5788590604,3,205620
43,1236.jpg,0,197,305,1.7242424242,1,187770
36,685.jpg,0,360,414,1.0420899855,4,494702
61,1226.jpg,0,325,179,0.5178268251,2,179645
14,1493.jpg,3,279,328,1.3347639485,7,289852
31,1273.jpg,1,685,271,0.416064257,15,644910
49,263.jpg,0,501,198,0.3584699454,0,300120
30,1414.jpg,0,348,202,0.4942196532,2,236664
43,1579.jpg,0,436,228,0.5118012422,8,331660
43,1368.jpg,0,674,294,0.4266017843,16,648558
65,1362.jpg,0,503,280,0.5446623094,1,459000
82,1094.jpg,0,240,220,0.9013761468,1,171348
26,429.jpg,0,187,262,1.5791139241,9,157684
28,924.jpg,0,457,201,0.3707370737,2,306333
58,876.jpg,0,508,164,0.2830802603,0,240642
13,1129.jpg,5,578,460,0.8162878788,5,910272
10,827.jpg,4,475,530,0.8291347207,1,691141
