	Unnamed: 0	def_count	id	l_pit	moments_x	moments_y	ratio	s_pit	wxh
69	69	30.0	413.jpg	0.0	318.0	207.0	0.719658119658	3.0	246285.0
68	68	40.0	462.jpg	0.0	321.0	191.0	0.630691399663	3.0	221782.0
871	871	29.0	532.jpg	0.0	312.0	213.0	0.72384219554	4.0	246026.0
863	863	36.0	645.jpg	0.0	301.0	209.0	0.712041884817	3.0	233784.0
1069	1069	38.0	806.jpg	0.0	314.0	193.0	0.648788927336	4.0	216750.0
255	255	31.0	1309.jpg	1.0	316.0	198.0	0.698961937716	2.0	233512.0
562	562	30.0	1319.jpg	0.0	321.0	195.0	0.679930795848	4.0	227154.0
52	52	25.0	1536.jpg	0.0	334.0	202.0	0.692699490662	5.0	240312.0
444	444	21.0	155.jpg	0.0	350.0	205.0	0.564227642276	0.0	213405.0
693	693	21.0	248.jpg	0.0	324.0	181.0	0.533453887884	1.0	163135.0
463	463	21.0	600.jpg	0.0	398.0	204.0	0.510204081633	0.0	240100.0
1134	1134	20.0	910.jpg	0.0	304.0	180.0	0.596837944664	0.0	152812.0
486	486	28.0	963.jpg	0.0	352.0	192.0	0.520661157025	0.0	190575.0
967	967	21.0	1325.jpg	0.0	368.0	245.0	0.631578947368	1.0	279300.0
845	845	25.0	1346.jpg	0.0	377.0	218.0	0.552395209581	0.0	246492.0
461	461	32.0	1349.jpg	0.0	329.0	191.0	0.56183745583	0.0	179988.0
17	17	25.0	1438.jpg	0.0	339.0	211.0	0.58904109589	0.0	200896.0
111	111	20.0	1501.jpg	0.0	368.0	196.0	0.526479750779	1.0	216996.0
1455	1455	59.0	106.jpg	0.0	138.0	206.0	1.68055555556	0.0	78408.0
385	385	57.0	231.jpg	0.0	139.0	211.0	1.85714285714	0.0	81900.0
619	619	60.0	697.jpg	0.0	134.0	211.0	1.71627906977	0.0	79335.0
1011	1011	56.0	789.jpg	0.0	146.0	225.0	1.74468085106	0.0	96350.0
1338	1338	51.0	1056.jpg	0.0	137.0	203.0	1.71014492754	0.0	73278.0
691	691	70.0	1250.jpg	0.0	153.0	238.0	1.70588235294	0.0	96628.0
703	703	51.0	1347.jpg	0.0	136.0	208.0	1.65258215962	0.0	74976.0
474	474	50.0	1360.jpg	0.0	134.0	214.0	1.93069306931	0.0	78780.0
481	481	57.0	1463.jpg	0.0	149.0	221.0	1.65789473684	0.0	86184.0
1527	1527	54.0	1574.jpg	0.0	134.0	227.0	1.91133004926	0.0	78764.0
1132	1132	7.0	124.jpg	5.0	616.0	651.0	0.82504145937	0.0	1199970.0
417	417	9.0	219.jpg	4.0	539.0	488.0	0.726824457594	2.0	747318.0
1525	1525	9.0	358.jpg	4.0	483.0	469.0	0.777899343545	2.0	649854.0
1099	1099	11.0	396.jpg	4.0	440.0	515.0	0.857808857809	2.0	631488.0
21	21	9.0	568.jpg	4.0	625.0	622.0	0.784446322908	1.0	1097824.0
1480	1480	8.0	573.jpg	5.0	624.0	655.0	0.856073211314	0.0	1236858.0
1062	1062	10.0	827.jpg	4.0	475.0	530.0	0.829134720701	1.0	691141.0
267	267	16.0	1197.jpg	4.0	579.0	576.0	0.758744394619	1.0	943290.0
761	761	9.0	1350.jpg	5.0	599.0	612.0	0.866371681416	0.0	1106270.0
24	24	15.0	1391.jpg	4.0	577.0	644.0	0.829955947137	1.0	1069170.0
765	765	43.0	48.jpg	2.0	494.0	471.0	0.948553054662	3.0	825705.0
1252	1252	34.0	85.jpg	0.0	381.0	370.0	0.96633941094	5.0	491257.0
755	755	45.0	122.jpg	2.0	486.0	486.0	0.974054054054	3.0	833425.0
1197	1197	30.0	212.jpg	2.0	431.0	410.0	0.881707317073	5.0	592860.0
104	104	44.0	430.jpg	2.0	513.0	496.0	0.914807302231	3.0	889372.0
1464	1464	51.0	501.jpg	2.0	488.0	489.0	1.00782997763	3.0	805494.0
1318	1318	53.0	538.jpg	0.0	443.0	473.0	1.09397590361	4.0	753640.0
1544	1544	50.0	722.jpg	2.0	547.0	508.0	0.864374403056	3.0	947535.0
802	802	55.0	794.jpg	0.0	445.0	426.0	0.88023255814	5.0	651020.0
1340	1340	37.0	878.jpg	1.0	412.0	364.0	0.85140562249	6.0	475092.0
1577	1577	76.0	149.jpg	0.0	508.0	221.0	0.404588112617	0.0	372092.0
7	7	79.0	252.jpg	0.0	575.0	261.0	0.408	0.0	516375.0
1538	1538	68.0	325.jpg	0.0	518.0	213.0	0.367617107943	0.0	354502.0
615	615	76.0	348.jpg	0.0	529.0	220.0	0.374625374625	0.0	375375.0
1119	1119	69.0	519.jpg	0.0	463.0	220.0	0.422196796339	0.0	322506.0
1102	1102	81.0	585.jpg	0.0	527.0	222.0	0.39387755102	0.0	378280.0
425	425	77.0	597.jpg	0.0	494.0	227.0	0.424672489083	1.0	356324.0
576	576	76.0	811.jpg	0.0	461.0	212.0	0.417249417249	0.0	307164.0
1413	1413	88.0	908.jpg	0.0	534.0	228.0	0.409138110073	0.0	379422.0
975	975	78.0	1131.jpg	0.0	487.0	225.0	0.4293598234	0.0	352434.0
1358	1358	48.0	233.jpg	0.0	396.0	173.0	0.34328358209	0.0	221904.0
1028	1028	50.0	241.jpg	0.0	360.0	181.0	0.404137931034	0.0	212425.0
1183	1183	57.0	410.jpg	0.0	354.0	170.0	0.374834437086	0.0	213665.0
1405	1405	59.0	428.jpg	0.0	347.0	180.0	0.409722222222	0.0	212400.0
990	990	50.0	616.jpg	0.0	354.0	180.0	0.403068340307	0.0	207213.0
442	442	55.0	619.jpg	0.0	341.0	177.0	0.421348314607	0.0	213600.0
1251	1251	57.0	1036.jpg	0.0	349.0	180.0	0.428368794326	0.0	212910.0
1257	1257	58.0	1147.jpg	0.0	325.0	176.0	0.434654919236	0.0	201576.0
374	374	63.0	1394.jpg	0.0	340.0	186.0	0.431009957326	1.0	213009.0
334	334	50.0	1483.jpg	0.0	352.0	164.0	0.373697916667	0.0	220416.0
421	421	80.0	214.jpg	0.0	464.0	279.0	0.583429228999	1.0	440583.0
783	783	56.0	328.jpg	0.0	571.0	313.0	0.584362139918	3.0	552096.0
244	244	66.0	363.jpg	0.0	421.0	251.0	0.55684754522	2.0	333594.0
150	150	75.0	809.jpg	0.0	542.0	317.0	0.615879828326	2.0	534968.0
1107	1107	74.0	854.jpg	0.0	563.0	306.0	0.594882729211	2.0	523404.0
1171	1171	60.0	856.jpg	0.0	534.0	278.0	0.532550693703	2.0	467563.0
1565	1565	55.0	1031.jpg	0.0	512.0	273.0	0.580304806565	2.0	422235.0
889	889	69.0	1206.jpg	0.0	491.0	264.0	0.545662100457	1.0	418728.0
1398	1398	61.0	1219.jpg	0.0	541.0	320.0	0.591563786008	1.0	558900.0
897	897	72.0	1384.jpg	0.0	445.0	261.0	0.556085918854	2.0	390508.0
929	929	60.0	8.jpg	0.0	403.0	228.0	0.509186351706	0.0	295656.0
1396	1396	51.0	256.jpg	0.0	360.0	200.0	0.503725782414	0.0	226798.0
668	668	56.0	338.jpg	0.0	447.0	217.0	0.456441717791	0.0	303180.0
1307	1307	55.0	411.jpg	0.0	459.0	210.0	0.452088452088	0.0	299552.0
1448	1448	55.0	562.jpg	0.0	411.0	214.0	0.477003942181	1.0	276243.0
954	954	49.0	748.jpg	0.0	489.0	219.0	0.427922814983	1.0	332137.0
512	512	53.0	749.jpg	0.0	464.0	217.0	0.453670276775	1.0	313287.0
673	673	60.0	874.jpg	0.0	433.0	229.0	0.480906921241	1.0	337714.0
919	919	55.0	1049.jpg	0.0	401.0	215.0	0.485564304462	0.0	281940.0
834	834	73.0	1575.jpg	0.0	375.0	226.0	0.526603001364	0.0	282938.0
76	76	38.0	304.jpg	0.0	324.0	287.0	0.767267267267	2.0	340326.0
1337	1337	34.0	390.jpg	1.0	277.0	257.0	0.850987432675	1.0	264018.0
198	198	44.0	550.jpg	0.0	417.0	370.0	0.747276688453	8.0	629748.0
57	57	50.0	711.jpg	1.0	487.0	438.0	0.796078431373	6.0	828240.0
122	122	44.0	716.jpg	0.0	340.0	332.0	0.822404371585	3.0	440664.0
1027	1027	36.0	981.jpg	0.0	264.0	271.0	0.882246376812	1.0	268824.0
392	392	38.0	1173.jpg	0.0	340.0	310.0	0.830056179775	4.0	420792.0
792	792	32.0	1228.jpg	0.0	288.0	283.0	0.8272	2.0	323125.0
204	204	48.0	1254.jpg	0.0	389.0	344.0	0.775534441805	2.0	549826.0
733	733	40.0	1440.jpg	0.0	409.0	367.0	0.783018867925	3.0	563072.0
630	630	49.0	342.jpg	0.0	78.0	217.0	3.7	0.0	44770.0
1506	1506	40.0	449.jpg	0.0	95.0	236.0	3.26153846154	0.0	55120.0
785	785	38.0	502.jpg	0.0	110.0	269.0	3.28571428571	0.0	77924.0
213	213	37.0	633.jpg	0.0	102.0	177.0	2.85840707965	0.0	36499.0
1379	1379	42.0	732.jpg	0.0	105.0	205.0	2.84848484848	0.0	49632.0
178	178	37.0	931.jpg	0.0	84.0	212.0	3.66972477064	0.0	43600.0
249	249	47.0	1032.jpg	0.0	95.0	224.0	3.6347826087	0.0	48070.0
1385	1385	46.0	1251.jpg	0.0	93.0	228.0	3.31578947368	0.0	58653.0
1347	1347	47.0	1499.jpg	0.0	81.0	233.0	3.86842105263	0.0	50274.0
1404	1404	40.0	1505.jpg	0.0	86.0	231.0	3.96363636364	0.0	47960.0
1163	1163	41.0	26.jpg	0.0	322.0	178.0	0.455098934551	0.0	196443.0
123	123	40.0	269.jpg	0.0	358.0	185.0	0.447931526391	0.0	220114.0
128	128	41.0	520.jpg	0.0	364.0	223.0	0.516960651289	0.0	280797.0
269	269	36.0	609.jpg	0.0	328.0	172.0	0.447409733124	0.0	181545.0
415	415	55.0	673.jpg	0.0	326.0	240.0	0.640179910045	0.0	284809.0
1162	1162	44.0	886.jpg	0.0	307.0	176.0	0.446808510638	0.0	166803.0
230	230	40.0	952.jpg	0.0	349.0	190.0	0.479411764706	0.0	221680.0
78	78	43.0	1014.jpg	0.0	317.0	186.0	0.468944099379	0.0	194488.0
414	414	38.0	1271.jpg	0.0	394.0	210.0	0.484888304862	1.0	280809.0
1146	1146	30.0	1330.jpg	0.0	362.0	189.0	0.467741935484	0.0	217558.0
776	776	39.0	30.jpg	0.0	305.0	226.0	0.623115577889	2.0	222084.0
1342	1342	42.0	294.jpg	0.0	280.0	224.0	0.699288256228	2.0	220866.0
1012	1012	39.0	367.jpg	0.0	270.0	225.0	0.665546218487	3.0	235620.0
1184	1184	33.0	455.jpg	0.0	294.0	229.0	0.644518272425	3.0	233576.0
814	814	36.0	559.jpg	0.0	294.0	230.0	0.658743633277	3.0	228532.0
189	189	38.0	656.jpg	0.0	270.0	218.0	0.697552447552	3.0	228228.0
1125	1125	52.0	740.jpg	0.0	261.0	227.0	0.754752851711	3.0	208822.0
311	311	36.0	933.jpg	0.0	305.0	226.0	0.63711001642	3.0	236292.0
608	608	36.0	970.jpg	0.0	287.0	235.0	0.649350649351	3.0	246400.0
891	891	38.0	994.jpg	0.0	288.0	247.0	0.717277486911	2.0	235503.0
105	105	21.0	237.jpg	0.0	253.0	290.0	1.17272727273	3.0	227040.0
1136	1136	15.0	388.jpg	0.0	244.0	287.0	1.21276595745	2.0	216999.0
1327	1327	19.0	440.jpg	0.0	260.0	291.0	1.15299334812	3.0	234520.0
873	873	17.0	530.jpg	0.0	267.0	282.0	1.10444444444	3.0	223650.0
509	509	17.0	561.jpg	0.0	260.0	281.0	1.13274336283	3.0	231424.0
1402	1402	20.0	694.jpg	0.0	263.0	284.0	1.14444444444	5.0	231750.0
1501	1501	22.0	1001.jpg	0.0	249.0	286.0	1.18264840183	2.0	226884.0
1284	1284	21.0	1223.jpg	0.0	246.0	283.0	1.18367346939	2.0	230202.0
935	935	20.0	1521.jpg	0.0	255.0	272.0	1.05133928571	2.0	211008.0
201	201	22.0	1545.jpg	0.0	253.0	293.0	1.20541760722	4.0	236562.0
952	952	24.0	188.jpg	0.0	227.0	262.0	1.11734693878	3.0	171696.0
298	298	26.0	282.jpg	0.0	248.0	316.0	1.19413092551	6.0	234347.0
132	132	27.0	397.jpg	0.0	238.0	306.0	1.27505827506	6.0	234663.0
1190	1190	24.0	470.jpg	0.0	197.0	288.0	1.44674556213	5.0	165282.0
1321	1321	23.0	601.jpg	0.0	214.0	266.0	1.27272727273	4.0	167706.0
168	168	26.0	634.jpg	0.0	239.0	323.0	1.24009324009	5.0	228228.0
723	723	30.0	712.jpg	0.0	245.0	310.0	1.22041763341	6.0	226706.0
544	544	34.0	883.jpg	0.0	211.0	332.0	1.54076086957	4.0	208656.0
90	90	33.0	985.jpg	0.0	247.0	310.0	1.22458628842	4.0	219114.0
1269	1269	25.0	1413.jpg	0.0	214.0	272.0	1.27173913043	3.0	172224.0
635	635	34.0	81.jpg	0.0	468.0	208.0	0.37106918239	3.0	337716.0
400	400	21.0	145.jpg	0.0	494.0	221.0	0.369739478958	4.0	368262.0
526	526	23.0	456.jpg	0.0	487.0	191.0	0.344755970924	2.0	319716.0
1303	1303	25.0	865.jpg	0.0	402.0	198.0	0.446362515413	3.0	293582.0
58	58	23.0	894.jpg	0.0	433.0	215.0	0.441916167665	5.0	308115.0
1059	1059	28.0	924.jpg	0.0	457.0	201.0	0.370737073707	2.0	306333.0
1095	1095	21.0	987.jpg	0.0	408.0	197.0	0.409147095179	2.0	267779.0
1375	1375	24.0	1286.jpg	0.0	507.0	238.0	0.399425287356	4.0	435348.0
157	157	26.0	1322.jpg	0.0	454.0	203.0	0.397244546498	4.0	301366.0
152	152	26.0	1340.jpg	0.0	481.0	229.0	0.457817772778	6.0	361823.0
704	704	22.0	80.jpg	0.0	477.0	289.0	0.564893617021	13.0	499140.0
1322	1322	28.0	542.jpg	0.0	326.0	171.0	0.427244582043	2.0	178296.0
1135	1135	32.0	859.jpg	0.0	417.0	248.0	0.547051442911	4.0	347492.0
1121	1121	33.0	1172.jpg	0.0	431.0	270.0	0.570257611241	4.0	415898.0
1394	1394	31.0	1324.jpg	0.0	407.0	216.0	0.457212713936	3.0	305932.0
1313	1313	29.0	1411.jpg	0.0	391.0	243.0	0.571428571429	4.0	308700.0
1053	1053	30.0	1414.jpg	0.0	348.0	202.0	0.494219653179	2.0	236664.0
80	80	30.0	1468.jpg	0.0	445.0	259.0	0.537037037037	5.0	400896.0
1489	1489	28.0	1496.jpg	0.0	365.0	241.0	0.606837606838	2.0	299052.0
798	798	33.0	1547.jpg	0.0	325.0	197.0	0.512539184953	1.0	208626.0
538	538	48.0	2.jpg	0.0	341.0	119.0	0.304276315789	0.0	112480.0
581	581	41.0	431.jpg	0.0	379.0	115.0	0.252148997135	0.0	122848.0
832	832	51.0	762.jpg	0.0	322.0	107.0	0.290657439446	0.0	97104.0
303	303	41.0	937.jpg	0.0	248.0	106.0	0.345814977974	0.0	71278.0
828	828	52.0	966.jpg	0.0	362.0	122.0	0.287425149701	0.0	128256.0
210	210	44.0	1023.jpg	0.0	371.0	125.0	0.282387190684	0.0	133278.0
1223	1223	44.0	1076.jpg	0.0	360.0	125.0	0.295964125561	0.0	132462.0
372	372	48.0	1328.jpg	0.0	294.0	114.0	0.315298507463	0.0	90584.0
1096	1096	43.0	1408.jpg	0.0	315.0	112.0	0.282495667244	0.0	94051.0
983	983	46.0	1518.jpg	0.0	346.0	123.0	0.295839753467	0.0	124608.0
742	742	24.0	21.jpg	0.0	348.0	210.0	0.508955223881	10.0	228470.0
134	134	26.0	134.jpg	0.0	326.0	187.0	0.501515151515	3.0	218460.0
934	934	22.0	260.jpg	0.0	355.0	197.0	0.5296875	6.0	216960.0
1297	1297	26.0	595.jpg	0.0	358.0	207.0	0.590301003344	8.0	211094.0
577	577	25.0	759.jpg	0.0	322.0	219.0	0.641868512111	7.0	214438.0
810	810	25.0	955.jpg	0.0	329.0	199.0	0.55023923445	9.0	216315.0
1308	1308	20.0	1134.jpg	0.0	383.0	216.0	0.474074074074	4.0	216000.0
1115	1115	25.0	1157.jpg	0.0	393.0	189.0	0.437317784257	2.0	205800.0
1015	1015	21.0	1310.jpg	0.0	389.0	188.0	0.445868945869	4.0	219726.0
665	665	30.0	1584.jpg	0.0	357.0	193.0	0.498456790123	3.0	209304.0
1467	1467	22.0	142.jpg	0.0	214.0	323.0	1.61559888579	0.0	208220.0
590	590	20.0	204.jpg	0.0	189.0	282.0	1.50625	3.0	154240.0
1300	1300	21.0	206.jpg	0.0	197.0	276.0	1.43620178042	0.0	163108.0
94	94	24.0	243.jpg	0.0	194.0	299.0	1.66972477064	0.0	178542.0
915	915	29.0	340.jpg	0.0	217.0	243.0	1.22702702703	0.0	167980.0
730	730	23.0	387.jpg	0.0	197.0	313.0	1.60058309038	1.0	188307.0
1384	1384	23.0	392.jpg	0.0	211.0	313.0	1.61218836565	1.0	210102.0
109	109	19.0	478.jpg	0.0	202.0	347.0	1.79768786127	2.0	215212.0
1189	1189	17.0	517.jpg	0.0	226.0	308.0	1.41902313625	2.0	214728.0
825	825	21.0	1457.jpg	0.0	198.0	298.0	1.60303030303	1.0	174570.0
1430	1430	36.0	75.jpg	0.0	212.0	288.0	1.52234636872	2.0	195110.0
356	356	35.0	133.jpg	0.0	208.0	310.0	1.66666666667	0.0	198375.0
516	516	53.0	508.jpg	0.0	209.0	290.0	1.49712643678	2.0	181308.0
1400	1400	28.0	728.jpg	0.0	210.0	293.0	1.5393258427	2.0	195088.0
1363	1363	32.0	849.jpg	0.0	226.0	272.0	1.36604774536	2.0	194155.0
1029	1029	32.0	861.jpg	0.0	221.0	263.0	1.37066666667	2.0	192750.0
1033	1033	35.0	958.jpg	0.0	241.0	259.0	1.17456359102	2.0	188871.0
1507	1507	32.0	1312.jpg	0.0	226.0	285.0	1.43665768194	2.0	197743.0
974	974	29.0	1374.jpg	0.0	235.0	277.0	1.29015544041	1.0	192228.0
951	951	29.0	1449.jpg	0.0	226.0	272.0	1.27249357326	2.0	192555.0
849	849	31.0	14.jpg	0.0	337.0	160.0	0.383808095952	0.0	170752.0
1557	1557	25.0	452.jpg	0.0	367.0	219.0	0.48132780083	10.0	251604.0
1414	1414	34.0	494.jpg	0.0	402.0	214.0	0.45125	5.0	288800.0
1199	1199	25.0	642.jpg	0.0	373.0	217.0	0.508990318119	10.0	266064.0
1556	1556	30.0	742.jpg	0.0	397.0	199.0	0.435339308579	0.0	265540.0
1242	1242	38.0	896.jpg	0.0	293.0	157.0	0.479789103691	1.0	155337.0
382	382	29.0	999.jpg	0.0	444.0	265.0	0.480628272251	11.0	438345.0
642	642	29.0	1205.jpg	0.0	352.0	194.0	0.465811965812	8.0	229554.0
866	866	26.0	1424.jpg	0.0	331.0	170.0	0.445482866044	4.0	183612.0
572	572	28.0	1507.jpg	27.0	344.0	176.0	0.435971223022	0.0	210585.0
1533	1533	40.0	10.jpg	0.0	440.0	184.0	0.381909547739	1.0	241984.0
735	735	43.0	76.jpg	0.0	441.0	160.0	0.299054373522	1.0	214038.0
41	41	43.0	139.jpg	0.0	418.0	203.0	0.451948051948	4.0	267960.0
274	274	32.0	179.jpg	0.0	352.0	143.0	0.382875605816	0.0	146703.0
103	103	32.0	596.jpg	0.0	367.0	155.0	0.369822485207	0.0	169000.0
1174	1174	27.0	826.jpg	0.0	383.0	180.0	0.407766990291	1.0	211974.0
1192	1192	41.0	848.jpg	0.0	180.0	396.0	2.48788927336	2.0	207791.0
1182	1182	42.0	948.jpg	0.0	427.0	192.0	0.4175	6.0	267200.0
162	162	43.0	1095.jpg	0.0	172.0	412.0	2.65972222222	0.0	220608.0
678	678	39.0	1358.jpg	0.0	378.0	152.0	0.35798816568	1.0	163592.0
855	855	29.0	228.jpg	0.0	511.0	208.0	0.359957401491	0.0	317382.0
200	200	34.0	492.jpg	0.0	506.0	199.0	0.405049396268	2.0	336159.0
741	741	29.0	766.jpg	0.0	567.0	215.0	0.371204701273	4.0	386959.0
1258	1258	26.0	815.jpg	0.0	478.0	201.0	0.387134502924	1.0	283005.0
1254	1254	36.0	825.jpg	0.0	529.0	223.0	0.383429672447	6.0	413124.0
331	331	21.0	863.jpg	0.0	478.0	213.0	0.374481327801	5.0	348004.0
870	870	25.0	1037.jpg	0.0	379.0	165.0	0.405775075988	0.0	175686.0
636	636	33.0	1048.jpg	0.0	461.0	192.0	0.397849462366	1.0	278721.0
202	202	28.0	1051.jpg	0.0	544.0	215.0	0.376899696049	7.0	367164.0
841	841	28.0	1508.jpg	0.0	565.0	226.0	0.389846743295	10.0	424908.0
1289	1289	25.0	165.jpg	0.0	435.0	181.0	0.423177083333	9.0	249600.0
1266	1266	25.0	240.jpg	4.0	397.0	195.0	0.499310344828	4.0	262450.0
1461	1461	24.0	548.jpg	2.0	508.0	205.0	0.36197021764	5.0	275868.0
1477	1477	29.0	667.jpg	0.0	427.0	189.0	0.376425855513	7.0	234333.0
1328	1328	16.0	897.jpg	0.0	554.0	175.0	0.288362512873	9.0	271880.0
47	47	20.0	901.jpg	0.0	442.0	176.0	0.363408521303	9.0	231420.0
184	184	27.0	1220.jpg	0.0	409.0	185.0	0.40522875817	7.0	237150.0
389	389	25.0	1283.jpg	4.0	410.0	209.0	0.464239271782	4.0	274533.0
93	93	21.0	1502.jpg	1.0	416.0	195.0	0.414322250639	6.0	253368.0
933	933	24.0	1554.jpg	0.0	424.0	186.0	0.388601036269	10.0	231600.0
428	428	49.0	168.jpg	0.0	455.0	178.0	0.317042606516	0.0	201894.0
579	579	57.0	283.jpg	0.0	385.0	183.0	0.369863013699	0.0	197100.0
450	450	62.0	326.jpg	0.0	384.0	159.0	0.377492877493	0.0	186030.0
186	186	53.0	458.jpg	0.0	381.0	165.0	0.375886524823	0.0	186825.0
764	764	56.0	675.jpg	0.0	402.0	168.0	0.368784530387	0.0	193308.0
407	407	69.0	821.jpg	0.0	415.0	185.0	0.370319001387	1.0	192507.0
499	499	60.0	923.jpg	0.0	403.0	175.0	0.386554621849	0.0	197064.0
121	121	57.0	1061.jpg	0.0	396.0	181.0	0.388121546961	1.0	203444.0
1120	1120	56.0	1291.jpg	0.0	410.0	162.0	0.338215712383	0.0	190754.0
1193	1193	61.0	1479.jpg	0.0	384.0	180.0	0.376912378303	0.0	194849.0
319	319	28.0	22.jpg	0.0	103.0	157.0	1.83448275862	0.0	38570.0
209	209	23.0	69.jpg	0.0	89.0	121.0	1.624	0.0	25375.0
34	34	22.0	87.jpg	0.0	106.0	169.0	1.88311688312	0.0	44660.0
1335	1335	20.0	632.jpg	0.0	110.0	170.0	1.92993630573	0.0	47571.0
1334	1334	24.0	840.jpg	0.0	104.0	157.0	1.71794871795	0.0	41808.0
139	139	23.0	1027.jpg	0.0	118.0	158.0	1.58241758242	0.0	52416.0
592	592	26.0	1083.jpg	0.0	106.0	160.0	1.75838926174	0.0	39038.0
1373	1373	25.0	1145.jpg	0.0	120.0	169.0	1.80722891566	0.0	49800.0
1441	1441	25.0	1257.jpg	0.0	90.0	149.0	1.88636363636	0.0	32868.0
864	864	22.0	1390.jpg	0.0	103.0	192.0	2.01829268293	0.0	54284.0
1245	1245	16.0	163.jpg	4.0	333.0	293.0	0.869955156951	5.0	389358.0
671	671	12.0	189.jpg	3.0	342.0	322.0	0.85911179173	3.0	366333.0
1111	1111	14.0	469.jpg	4.0	295.0	320.0	0.932692307692	4.0	363168.0
1009	1009	13.0	510.jpg	4.0	311.0	294.0	0.853846153846	4.0	360750.0
535	535	24.0	576.jpg	4.0	314.0	309.0	0.857364341085	3.0	356685.0
1001	1001	15.0	605.jpg	4.0	389.0	283.0	0.728650137741	3.0	384054.0
1215	1215	17.0	841.jpg	4.0	322.0	286.0	0.825617283951	3.0	346680.0
254	254	12.0	1007.jpg	4.0	377.0	294.0	0.769874476987	3.0	395784.0
347	347	18.0	1530.jpg	2.0	331.0	298.0	0.874622356495	4.0	383298.0
957	957	13.0	1539.jpg	5.0	338.0	325.0	0.869565217391	2.0	414000.0
1409	1409	24.0	63.jpg	1.0	368.0	175.0	0.519260400616	5.0	218713.0
1130	1130	27.0	129.jpg	0.0	324.0	177.0	0.492063492063	1.0	195300.0
207	207	18.0	257.jpg	0.0	304.0	182.0	0.527156549521	0.0	206580.0
247	247	30.0	369.jpg	0.0	319.0	182.0	0.515923566879	0.0	203472.0
1546	1546	36.0	382.jpg	0.0	309.0	172.0	0.515050167224	0.0	184184.0
938	938	40.0	426.jpg	0.0	277.0	175.0	0.576301615799	0.0	178797.0
163	163	33.0	755.jpg	0.0	284.0	190.0	0.623616236162	0.0	183196.0
1196	1196	22.0	768.jpg	0.0	348.0	171.0	0.538461538462	2.0	201019.0
684	684	36.0	1072.jpg	0.0	344.0	173.0	0.474258970359	0.0	194864.0
137	137	35.0	1142.jpg	0.0	305.0	174.0	0.550774526678	0.0	185920.0
986	986	45.0	270.jpg	0.0	102.0	302.0	3.87323943662	0.0	78100.0
404	404	42.0	309.jpg	0.0	95.0	226.0	3.275	0.0	47160.0
972	972	44.0	330.jpg	0.0	93.0	239.0	3.2196969697	0.0	56100.0
1488	1488	53.0	581.jpg	0.0	93.0	246.0	3.45161290323	0.0	53072.0
413	413	49.0	684.jpg	0.0	101.0	303.0	3.68456375839	0.0	81801.0
892	892	37.0	706.jpg	0.0	96.0	253.0	3.40145985401	0.0	63842.0
1226	1226	43.0	816.jpg	0.0	102.0	244.0	3.32061068702	0.0	56985.0
395	395	52.0	1110.jpg	0.0	102.0	272.0	3.38513513514	0.0	74148.0
1472	1472	55.0	1167.jpg	0.0	95.0	290.0	3.61267605634	0.0	72846.0
1238	1238	39.0	1275.jpg	0.0	101.0	269.0	3.42446043165	0.0	66164.0
1277	1277	48.0	101.jpg	0.0	189.0	329.0	1.8722741433	2.0	192921.0
573	573	50.0	215.jpg	0.0	182.0	339.0	2.18835616438	1.0	186588.0
280	280	47.0	315.jpg	0.0	188.0	331.0	2.13531353135	2.0	196041.0
565	565	48.0	898.jpg	0.0	198.0	315.0	1.80555555556	2.0	189540.0
83	83	50.0	899.jpg	0.0	206.0	321.0	1.74311926606	1.0	186390.0
1287	1287	66.0	920.jpg	0.0	184.0	334.0	2.13541666667	0.0	177120.0
1272	1272	52.0	1101.jpg	0.0	208.0	348.0	1.99032258065	0.0	191270.0
1173	1173	45.0	1123.jpg	0.0	190.0	336.0	2.23448275862	2.0	187920.0
1047	1047	43.0	1236.jpg	0.0	197.0	305.0	1.72424242424	1.0	187770.0
981	981	70.0	1292.jpg	0.0	202.0	326.0	1.8785046729	2.0	193563.0
697	697	10.0	344.jpg	5.0	417.0	476.0	0.965168539326	3.0	764510.0
1093	1093	15.0	445.jpg	4.0	460.0	493.0	0.915145005371	3.0	793212.0
794	794	14.0	490.jpg	6.0	439.0	394.0	0.772082878953	2.0	649236.0
789	789	10.0	564.jpg	4.0	443.0	456.0	0.914136125654	2.0	833715.0
1256	1256	9.0	767.jpg	4.0	502.0	460.0	0.892323030907	2.0	897685.0
540	540	11.0	779.jpg	5.0	483.0	391.0	0.729758149317	2.0	659994.0
700	700	10.0	824.jpg	5.0	400.0	507.0	1.14804845222	2.0	633779.0
1566	1566	12.0	938.jpg	4.0	365.0	321.0	0.715572715573	4.0	432012.0
623	623	12.0	1281.jpg	5.0	462.0	442.0	0.861024033438	4.0	788568.0
904	904	14.0	1419.jpg	5.0	388.0	513.0	1.33620689655	3.0	647280.0
468	468	37.0	82.jpg	0.0	175.0	287.0	1.90816326531	0.0	164934.0
324	324	46.0	654.jpg	0.0	176.0	290.0	1.85148514851	2.0	169983.0
1374	1374	33.0	682.jpg	0.0	159.0	266.0	1.94736842105	0.0	137788.0
1580	1580	34.0	785.jpg	0.0	186.0	294.0	1.88851351351	1.0	165464.0
575	575	39.0	871.jpg	0.0	170.0	329.0	2.18531468531	1.0	178750.0
1451	1451	35.0	1166.jpg	0.0	172.0	287.0	2.01038062284	2.0	167909.0
